"Group","Scenario","Geography","ValueType","Value","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","50th centile","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"PHE","Forecast","North East and Yorkshire","infections_cum",29355.6075807043,13532.2521543609,16505.4500051444,22361.4225570396,38897.2429485614,58289.800793541,75717.0485198736,75717.0485198736,12,4,2020,14,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",36650.931459487,17058.1257100516,20566.9560255715,27986.9638356116,48594.4230542209,71973.9395750557,94499.7028809399,94499.7028809399,12,4,2020,15,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",45764.0156457459,21276.5123995444,25622.1108083122,34976.1905410934,60466.6304120642,90486.8252345546,117863.532166747,117863.532166747,12,4,2020,16,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",56896.6637612253,26857.4939944092,31927.0935931804,43525.5697002591,75266.9615318069,113045.559520147,146913.768621669,146913.768621669,12,4,2020,17,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",70746.9208538132,33359.6290154919,39664.8926331091,54322.4187762316,93433.6553280612,138810.373544665,185595.573564309,185595.573564309,12,4,2020,18,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",87799.7724610664,40998.4541359532,49440.889316909,67635.4944084692,116313.708986813,173740.775604143,229839.273355638,229839.273355638,12,4,2020,19,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",109016.507074961,50911.3477638312,61251.7622270466,84756.3138851326,144405.755336889,217091.1893183,292936.808035539,292936.808035539,12,4,2020,20,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",135586.668832239,62873.4788179474,75931.1554764303,105831.893723583,179438.322630845,267603.392306677,368996.305244629,368996.305244629,12,4,2020,21,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",168422.208843263,77612.7098916631,94599.6675539264,131880.711761987,221460.316446838,335932.532449969,451271.729592667,451271.729592667,12,4,2020,22,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",209471.071241487,97793.3738145394,117122.670045872,164589.991858934,273615.179587276,415576.242992786,565696.716853505,565696.716853505,12,4,2020,23,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",237505.553501817,111308.538392317,132935.978730631,185864.619822493,310697.195499675,471791.331529162,641487.33758488,641487.33758488,12,4,2020,24,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",248381.204938337,114590.742338524,139268.670024228,192732.793411928,326477.096958835,490560.822010181,686528.793734569,686528.793734569,12,4,2020,25,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",261762.904508267,120412.460635054,145652.505608442,200998.11816138,341977.518263945,516858.408922931,698309.758118772,698309.758118772,12,4,2020,26,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",273024.137040112,123791.644046283,152715.132410051,209445.700203867,357579.499084087,537914.044679634,721462.104396627,721462.104396627,12,4,2020,27,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",284383.564569399,127053.900898329,161291.121040605,218041.704793066,375254.856483082,564006.143976086,769047.508557606,769047.508557606,12,4,2020,28,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",295781.449108532,130408.377022866,167146.400406175,228228.250717229,393352.427685383,591030.400323115,817229.994986865,817229.994986865,12,4,2020,29,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",307343.289322209,133762.802705042,171273.284438979,236559.134592887,407905.877522915,614822.990671171,866223.715410593,866223.715410593,12,4,2020,30,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",318192.019272087,136342.341770042,175442.388093608,245229.569400949,421252.358123032,642387.443320358,910100.693003295,910100.693003295,12,4,2020,31,3,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",329564.550013539,138914.29295164,178933.802131878,252756.001719796,435538.676955339,666123.481952408,938372.519967918,938372.519967918,12,4,2020,1,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",340234.493595444,142936.315755048,183592.163544538,258876.262113993,449752.466469008,701353.953975624,964468.803565926,964468.803565926,12,4,2020,2,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",350115.835361124,146052.22717515,186515.421099462,265219.47554955,467645.245416735,733268.05223268,1046872.86676589,1046872.86676589,12,4,2020,3,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",360608.111522386,147226.24182577,189688.87127572,270249.112252352,480908.143664944,754924.61240772,1147824.75991918,1147824.75991918,12,4,2020,4,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",370044.791700788,148340.234087014,192110.117427947,275225.283075906,491931.467111219,771743.731978027,1191399.76907678,1191399.76907678,12,4,2020,5,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",377425.632716223,149322.58148489,196965.895245858,278888.062762076,505564.549654962,805339.906981083,1237731.99048734,1237731.99048734,12,4,2020,6,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",383705.854047123,149630.965319984,199682.213144932,283335.401231248,520543.384835059,831855.185949867,1326465.73149519,1326465.73149519,12,4,2020,7,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",390762.361590364,150397.813120473,199868.439739737,287979.654178651,530809.633574843,853503.722649246,1347053.47679865,1347053.47679865,12,4,2020,8,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",396716.799452286,151078.702797345,199983.939169999,290309.499452188,538210.708774433,900764.754717811,1371880.07014608,1371880.07014608,12,4,2020,9,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",402835.309726289,151371.827696236,200078.50991315,292621.481982622,548725.91577641,940886.495333406,1405325.82065206,1405325.82065206,12,4,2020,10,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",408819.067138004,151750.625769695,200156.534658429,293797.224512815,561802.00477811,972838.540742564,1469529.84683726,1469529.84683726,12,4,2020,11,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",415557.747325019,152076.965551815,200433.712724101,295698.33769324,570003.998441129,991995.366189015,1556588.84730285,1556588.84730285,12,4,2020,12,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",420015.723647079,152374.622086573,203309.64887678,297602.610237544,582531.112095803,1043567.67957662,1624536.43729093,1624536.43729093,12,4,2020,13,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",424297.281689805,152950.86171097,204012.10527847,300144.079710012,592653.694378895,1075598.12315428,1703543.92883384,1703543.92883384,12,4,2020,14,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",428242.67685933,153489.101616815,204826.15298419,301103.405540747,598124.442196291,1106556.47715823,1782545.14204412,1782545.14204412,12,4,2020,15,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",432683.510786818,153973.521507315,206607.376710743,302545.655937097,607145.225677911,1142868.99855995,1822890.80027387,1822890.80027387,12,4,2020,16,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",434659.843959657,154189.904298299,207200.575459758,303691.184035603,617792.711221236,1175664.72125014,1862504.67710519,1862504.67710519,12,4,2020,17,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",437310.80479034,154524.463671061,208192.4033845,304765.526053088,627520.195239689,1214251.69430579,1932359.21310626,1932359.21310626,12,4,2020,18,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",441553.083494029,154822.605894679,209887.721762655,305458.248961478,638481.612362041,1255952.542239,2026704.4930641,2026704.4930641,12,4,2020,19,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",445837.707824729,155088.295539691,210237.47077373,306185.302976054,649312.427292561,1310841.62813949,2122301.07155974,2122301.07155974,12,4,2020,20,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",448802.122389352,155325.065494136,210525.07129381,307405.938767021,660280.785413762,1374632.89381576,2218937.39327019,2218937.39327019,12,4,2020,21,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",452404.89516521,155537.36723226,210857.058190078,308819.916945981,671766.247441036,1390685.56508938,2316391.5281834,2316391.5281834,12,4,2020,22,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",456247.308386252,155728.565714773,211453.740822379,309979.14417331,680069.914863559,1432018.06789696,2414433.10925359,2414433.10925359,12,4,2020,23,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",457983.219237946,155899.000641824,211908.713817185,310943.985468687,688413.596940662,1499913.27517592,2512825.45058219,2512825.45058219,12,4,2020,24,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",459393.67669395,156050.927175062,212017.667176695,312312.99615228,697350.307100817,1540605.98684905,2602855.79431669,2602855.79431669,12,4,2020,25,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",461434.796928245,156186.355570902,212112.422669615,312759.727786726,705279.952915098,1594362.25276863,2690910.48096399,2690910.48096399,12,4,2020,26,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",462829.269235846,156222.372657146,212194.831530124,313596.823235625,712730.161344639,1634191.61062182,2776391.36545323,2776391.36545323,12,4,2020,27,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",464159.467797,156239.849064157,212220.380708524,314191.317726927,716636.80514711,1681316.51603432,2864312.09341212,2864312.09341212,12,4,2020,28,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",466962.038743258,156254.672459812,212226.914991795,314311.246925999,719607.144235979,1697050.05545132,2949184.03718955,2949184.03718955,12,4,2020,29,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",468758.955429739,156267.252320762,212232.54355217,314720.673823355,725685.291079826,1753779.99816355,3032453.86644553,3032453.86644553,12,4,2020,30,4,2020
"PHE","Forecast","North East and Yorkshire","infections_cum",469391.25306109,156277.93424493,212237.401810006,315168.290685208,730329.241504097,1788252.95474333,3113550.25479066,3113550.25479066,12,4,2020,1,5,2020
"PHE","Forecast","North West","infections_cum",39662.1040903678,18540.5256128156,22648.5196431696,31266.7673334141,53211.6971668963,84166.1255298415,112159.279021144,112159.279021144,12,4,2020,14,3,2020
"PHE","Forecast","North West","infections_cum",48386.9170223365,22981.6463222119,27932.1325395446,38423.6604187405,64957.727763797,103222.261246505,136975.685827222,136975.685827222,12,4,2020,15,3,2020
"PHE","Forecast","North West","infections_cum",59233.2868384193,28254.8956061433,34097.3119678535,47230.6378796285,78977.3566398645,126499.771037227,167387.938857397,167387.938857397,12,4,2020,16,3,2020
"PHE","Forecast","North West","infections_cum",72409.8425250203,34131.7987135385,42212.1423444639,57593.3098624269,96355.7265251027,154751.960320984,205683.999880676,205683.999880676,12,4,2020,17,3,2020
"PHE","Forecast","North West","infections_cum",88765.8298737806,41392.6370597507,51495.7847674603,70594.2180859199,117588.647766086,189258.005670317,253212.188834954,253212.188834954,12,4,2020,18,3,2020
"PHE","Forecast","North West","infections_cum",108585.982945225,49953.827982531,63118.6387733477,85946.2064346486,143052.944146897,229772.32851868,307597.881149961,307597.881149961,12,4,2020,19,3,2020
"PHE","Forecast","North West","infections_cum",132107.360354902,60266.3835274217,77480.4352814589,104530.254958427,174196.450483427,281121.207572056,373098.409439552,373098.409439552,12,4,2020,20,3,2020
"PHE","Forecast","North West","infections_cum",161193.258237578,73051.9576403042,94025.6715574919,127288.856003021,212700.075091207,343021.429441074,451753.602098895,451753.602098895,12,4,2020,21,3,2020
"PHE","Forecast","North West","infections_cum",195419.763798509,89864.53214532,114703.583246338,155903.081762905,258356.374448926,419151.165525868,545848.23959373,545848.23959373,12,4,2020,22,3,2020
"PHE","Forecast","North West","infections_cum",239027.588956583,109837.898287195,140132.700567704,189935.595604381,312945.284547985,507615.520126805,658327.267323529,658327.267323529,12,4,2020,23,3,2020
"PHE","Forecast","North West","infections_cum",267877.030688558,123266.586594937,156210.441729578,212584.737411252,351408.810230547,567831.45114774,733256.010256207,733256.010256207,12,4,2020,24,3,2020
"PHE","Forecast","North West","infections_cum",276341.421332508,128174.048111111,162225.326095761,219078.796790254,365289.143678925,590361.087251882,757074.455134089,757074.455134089,12,4,2020,25,3,2020
"PHE","Forecast","North West","infections_cum",288714.373546364,138578.400308395,168656.908604071,228793.362265604,382862.17931582,611737.865100387,787512.107463594,787512.107463594,12,4,2020,26,3,2020
"PHE","Forecast","North West","infections_cum",300770.058547554,145255.26602771,174454.446055573,238601.034721904,405777.784785748,639478.537241793,819572.574589947,819572.574589947,12,4,2020,27,3,2020
"PHE","Forecast","North West","infections_cum",312011.295869434,148475.605172259,181525.569272325,248852.616793859,422359.352877997,665126.812861625,870724.763801405,870724.763801405,12,4,2020,28,3,2020
"PHE","Forecast","North West","infections_cum",322980.028237814,150673.479452565,185445.222263424,258829.315285268,438795.832002674,690794.074886053,930984.043315411,930984.043315411,12,4,2020,29,3,2020
"PHE","Forecast","North West","infections_cum",333160.567793709,152826.57499251,190573.77178802,265730.403968588,454468.626870634,710036.500552744,979777.188185706,979777.188185706,12,4,2020,30,3,2020
"PHE","Forecast","North West","infections_cum",342407.998947651,157965.109543499,194565.110862,273937.440584565,468182.456771667,732640.60042921,1004482.70910222,1004482.70910222,12,4,2020,31,3,2020
"PHE","Forecast","North West","infections_cum",352396.708979343,160767.934333086,199945.893768023,280401.476487536,482833.775805922,753218.727393213,1032054.54727722,1032054.54727722,12,4,2020,1,4,2020
"PHE","Forecast","North West","infections_cum",361117.326741463,163818.785743047,202724.789399605,285834.304370004,495415.57065492,770622.788717244,1048065.19379491,1048065.19379491,12,4,2020,2,4,2020
"PHE","Forecast","North West","infections_cum",370076.801707399,167080.585607767,204314.013415704,290676.617392868,505725.8929198,786631.186698152,1092814.17962575,1092814.17962575,12,4,2020,3,4,2020
"PHE","Forecast","North West","infections_cum",377728.557455211,170829.923384103,206027.799920557,295148.067895793,520317.743467278,805313.835907234,1113325.73841638,1113325.73841638,12,4,2020,4,4,2020
"PHE","Forecast","North West","infections_cum",384463.306108511,172375.546035466,206898.687975494,299571.193714521,531856.264540694,828368.097176999,1128397.57329387,1128397.57329387,12,4,2020,5,4,2020
